census_id,csdname,tier,county,website,matched_on
3519054,East Gwillimbury,Lower Tier,York,http://www.eastgwillimbury.ca/,name
3502001,East Hawkesbury,Lower Tier,Prescott and Russell,http://www.easthawkesbury.ca/,name
3532038,East Zorra-Tavistock,Lower Tier,Oxford,https://www.ezt.ca/en/index.aspx,name
3507004,Edwardsburgh/Cardinal,Lower Tier,Leeds and Grenville,http://www.edwardsburghcardinal.ca/,name
3534,Elgin,Upper Tier,Elgin,www.elgincounty.ca,name
3507014,Elizabethtown-Kitley,Lower Tier,Leeds and Grenville,http://www.elizabethtown-kitley.on.ca/,name
3557041,Elliot Lake,Single Tier,Algoma,http://www.cityofelliotlake.com/,name
3559019,Emo,Single Tier,Rainy River,https://emo.ca/,url-override
3554052,Englehart,Single Tier,Timiskaming,http://www.englehart.ca/,name
3538016,Enniskillen,Lower Tier,Lambton,http://www.enniskillen.ca/,name
3523017,Erin,Lower Tier,Wellington,http://www.erin.ca/,name
3552026,Espanola,Single Tier,Sudbury,https://www.espanola.ca/,name
3543021,Essa,Lower Tier,Simcoe,http://www.essatownship.on.ca/,name
3537016,Essex,Lower Tier,Essex,http://www.townofessex.on.ca/,name+tier
3537,Essex,Upper Tier,Essex,https://www.countyofessex.ca/en/index.aspx,name+tier
3554049,Evanturel,Single Tier,Timiskaming,http://www.evanturel.com/,name
3512058,Faraday,Lower Tier,Hastings,http://www.faraday.ca/,name
3556052,Fauquier-Strickland,Single Tier,Cochrane,http://www.fauquierstrickland.com/,name
3526003,Fort Erie,Lower Tier,Niagara,https://www.forterie.ca/,name
3559012,Fort Frances,Single Tier,Rainy River,https://www.fortfrances.ca/,url-override
3552001,French River / Rivière des Français,Single Tier,Sudbury,http://www.frenchriver.ca/,name
3507017,Front of Yonge,Lower Tier,Leeds and Grenville,https://mallorytown.ca/,name
3510,Frontenac,Upper Tier,Frontenac,https://frontenacislands.ca/,name
3510005,Frontenac Islands,Lower Tier,Frontenac,https://www.frontenacislands.ca/,url-override
3507024,Gananoque,Single Tier,Leeds and Grenville,http://www.gananoque.ca/,name
3554066,Gauthier,Single Tier,Timiskaming,,name
3544065,Georgian Bay,Lower Tier,Muskoka,http://www.gbtownship.ca/,name
3542053,Georgian Bluffs,Lower Tier,Grey,https://www.georgianbluffs.ca/en/index.aspx,name
3519070,Georgina,Lower Tier,York,http://www.georgina.ca/,name
3558012,Gillies,Single Tier,Thunder Bay,http://www.gilliestownship.com/,name
3540028,Goderich,Lower Tier,Huron,http://www.goderich.ca/,name
3551027,Gordon/Barrie Island,Single Tier,Manitoulin,https://www.gordonbarrieisland.ca/,name
3551026,Gore Bay,Single Tier,Manitoulin,http://www.gorebay.ca/,name
3522010,Grand Valley,Lower Tier,Dufferin,http://www.eastluthergrandvalley.ca/,name
3544002,Gravenhurst,Lower Tier,Muskoka,http://www.gravenhurst.ca/,name
3547008,Greater Madawaska,Lower Tier,Renfrew,http://www.greatermadawaska.com/,name
3511015,Greater Napanee,Lower Tier,Lennox and Addington,https://www.greaternapanee.com/en/index.aspx,name
3553005,Greater Sudbury / Grand Sudbury,Single Tier,Sudbury,https://www.greatersudbury.ca/,name
3558075,Greenstone,Single Tier,Thunder Bay,http://www.greenstone.ca/,name
3542,Grey,Upper Tier,Grey,http://www.grey.ca/,name
3542015,Grey Highlands,Lower Tier,Grey,http://www.greyhighlands.ca/,name
3526065,Grimsby,Lower Tier,Niagara,https://www.grimsby.ca/,url-override
3523008,Guelph,Single Tier,Wellington,http://www.guelph.ca/,name
3523009,Guelph/Eramosa,Lower Tier,Wellington,http://www.get.on.ca/,name
3528018,Haldimand County,Single Tier,Haldimand,https://www.haldimandcounty.ca/,url-override
3546,Haliburton,Upper Tier,Haliburton,http://haliburtoncounty.ca/,name
3524,Halton,Upper Tier,Halton,http://www.halton.ca/,name
3524015,Halton Hills,Lower Tier,Halton,http://www.haltonhills.ca/,name
3514019,Hamilton,Lower Tier,Northumberland,http://www.hamiltontownship.ca/,name+tier+status
3525005,Hamilton,Single Tier,Hamilton,http://www.hamilton.ca/,name+tier+status
3542029,Hanover,Lower Tier,Grey,http://www.hanover.ca/,name
3554026,Harley,Single Tier,Timiskaming,http://www.harley.ca/,name
3554014,Harris,Single Tier,Timiskaming,https://harristownship.weebly.com/,name
3512,Hastings,Upper Tier,Hastings,http://www.hastingscounty.com/,name
3512076,Hastings Highlands,Lower Tier,Hastings,http://www.hastingshighlands.ca/,name
3515030,Havelock-Belmont-Methuen,Lower Tier,Peterborough,http://www.hbmtwp.ca/,name
3502008,Hawkesbury,Lower Tier,Prescott and Russell,http://www.hawkesbury.ca/en/,name
3547098,"Head, Clara and Maria",Lower Tier,Renfrew,http://townshipsofheadclaramaria.ca/,name
3556076,Hearst,Single Tier,Cochrane,http://www.hearst.ca/,name
3546005,Highlands East,Lower Tier,Haliburton,http://www.highlandseast.ca/,name
3554034,Hilliard,Single Tier,Timiskaming,https://townshipofhilliard.ca/,name
3557004,Hilton,Single Tier,Algoma,http://www.hiltontownship.ca/,name
3557006,Hilton Beach,Single Tier,Algoma,http://www.hiltonbeach.com/,name
3557096,Hornepayne,Single Tier,Algoma,http://www.townshipofhornepayne.ca/,name
3547046,Horton,Lower Tier,Renfrew,http://www.hortontownship.ca/,name
3540046,Howick,Lower Tier,Huron,https://howick.ca/,name
3554021,Hudson,Single Tier,Timiskaming,http://Hudson.ca,name
3544042,Huntsville,Lower Tier,Muskoka,https://www.huntsville.ca/en/index.aspx,name
3540,Huron,Upper Tier,Huron,http://www.huroncounty.ca/,name
3540040,Huron East,Lower Tier,Huron,http://www.huroneast.com/,name
3557035,Huron Shores,Single Tier,Algoma,http://www.huronshores.ca/,name
3541015,Huron-Kinloss,Lower Tier,Bruce,http://www.huronkinloss.com/,name
3560001,Ignace,Single Tier,Kenora,http://town.ignace.on.ca/,name
3532018,Ingersoll,Lower Tier,Oxford,http://www.ingersoll.ca/,name
3543017,Innisfil,Lower Tier,Simcoe,https://innisfil.ca/,name
3556031,Iroquois Falls,Single Tier,Cochrane,http://www.iroquoisfalls.com/home,name
3554042,James,Single Tier,Timiskaming,http://www.elklake.ca/,name
3557001,Jocelyn,Single Tier,Algoma,https://jocelyn.ca/,name
3557016,Johnson,Single Tier,Algoma,https://johnsontownship.ca/,name
3549051,Joly,Single Tier,Parry Sound,http://www.townshipofjoly.com/,name
3556066,Kapuskasing,Single Tier,Cochrane,http://www.kapuskasing.ca/,name
3516010,Kawartha Lakes,Single Tier,Kawartha Lakes,http://www.city.kawarthalakes.on.ca/,name
3549018,Kearney,Single Tier,Parry Sound,http://www.townofkearney.com/,name
3560010,Kenora,Single Tier,Kenora,http://www.kenora.ca/,name
3554024,Kerns,Single Tier,Timiskaming,http://kerns.ca,name
3547033,"Killaloe, Hagarty and Richards",Lower Tier,Renfrew,http://www.killaloe-hagarty-richards.ca/,name
3552036,Killarney,Single Tier,Sudbury,http://www.municipalityofkillarney.ca/,name
3541024,Kincardine,Lower Tier,Bruce,https://www.kincardine.ca/en/index.aspx,name
3519049,King,Lower Tier,York,http://www.king.ca/,name
3510010,Kingston,Single Tier,Frontenac,http://www.cityofkingston.ca/,name
3537013,Kingsville,Lower Tier,Essex,https://www.kingsville.ca/en/index.aspx,name
3554068,Kirkland Lake,Single Tier,Timiskaming,http://www.discoverkl.ca/,name
3530013,Kitchener,Lower Tier,Waterloo,http://www.kitchener.ca/,name
3559016,La Vallee,Single Tier,Rainy River,http://www.lavallee.ca/,name
3537034,LaSalle,Lower Tier,Essex,http://www.town.lasalle.on.ca/,name
3557011,Laird,Single Tier,Algoma,http://www.lairdtownship.ca/,name
3544027,Lake of Bays,Lower Tier,Muskoka,http://www.lakeofbays.on.ca/,name
3559047,Lake of the Woods,Single Tier,Rainy River,http://www.lakeofthewoods.ca/,name
3537064,Lakeshore,Lower Tier,Essex,http://www.townoflakeshore.on.ca/,name
3538,Lambton,Upper Tier,Lambton,http://www.lambtononline.ca/,name
3538040,Lambton Shores,Lower Tier,Lambton,http://www.lambtonshores.ca/,name
3509,Lanark,Upper Tier,Lanark,https://www.lanarkcounty.ca/en/index.aspx,name
3509039,Lanark Highlands,Lower Tier,Lanark,http://www.lanarkhighlands.ca/,name
3554062,Larder Lake,Single Tier,Timiskaming,https://larderlake.ca/,name
3554006,Latchford,Single Tier,Timiskaming,http://www.latchford.ca/,name
3547090,Laurentian Hills,Lower Tier,Renfrew,http://www.laurentianhills.ca/,name
3547075,Laurentian Valley,Lower Tier,Renfrew,http://www.laurentianvalleytwsp.on.ca/,name
3537003,Leamington,Lower Tier,Essex,http://www.leamington.ca/,name
3507,Leeds and Grenville,Upper Tier,Leeds and Grenville,https://www.leedsgrenville.com/en/index.aspx,name
3507021,Leeds and the Thousand Islands,Lower Tier,Leeds and Grenville,https://www.leeds1000islands.ca/,name
3511,Lennox and Addington,Upper Tier,Lennox and Addington,http://www.lennox-addington.on.ca/,name
3512051,Limerick,Lower Tier,Hastings,http://www.township.limerick.on.ca/,name
